RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.11,0:03.98,0,104760,0,0
90,3.89,0.24,0:04.14,14056,112365,26421,16662
80,3.81,0.68,0:04.50,51529,116490,77994,57137
70,3.76,0.75,0:04.51,66834,113492,76046,73595
60,3.63,0.93,0:04.57,75911,117990,81833,83090
50,3.76,1.04,0:04.82,89039,158979,110810,106145
40,4.08,1.98,0:06.27,126454,572801,349246,323887
30,4.29,3.67,0:08.43,221530,1073033,656368,712074
20,4.39,3.85,0:08.73,233475,1111785,689819,762723
10,4.57,7.90,0:13.92,461511,2147659,1267695,1502148
5,4.73,7.81,0:13.96,453846,2211893,1283089,1631426
