RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.69,0.75,0:03.47,6,524484,90971,43125
90,2.86,13.96,0:18.27,126582,922209,3393184,3336762
80,2.93,14.52,0:18.88,126970,921827,3402093,3365371
70,3.01,15.51,0:19.92,127191,921604,4049877,3373056
60,3.20,16.15,0:20.77,127755,921049,4709915,3380618
50,3.24,17.19,0:21.83,128894,919908,5080349,3386632
40,3.61,17.28,0:22.32,130210,918600,5411555,3392548
30,3.90,17.18,0:22.60,128713,920100,5676030,3396569
20,3.93,18.14,0:23.52,130305,918511,6083249,3494778
10,3.91,155.73,2:39.97,184591,864260,6717703,3479390
5,3.78,31.03,0:34.95,343065,705756,4694707,3638188
