RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100881,0
90,153928,2372
80,161816,1188
70,166247,1589
60,169510,869
50,210993,2112
40,1226503,65187
30,1383100,478
20,1383443,114
10,1487416,45034
5,1912710,60046
