RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.46,0.12,0:03.58,0,100590,0,0
90,3.57,0.23,0:03.81,2322,151249,58014,43992
80,3.55,0.26,0:03.81,1146,160334,69053,51652
70,3.53,0.31,0:03.84,1535,164345,70642,62638
60,3.55,0.31,0:03.87,815,168330,70749,68961
50,3.56,0.38,0:03.95,2067,208571,92050,74949
40,3.97,1.97,0:05.96,65132,1160998,606547,429502
30,4.01,2.06,0:06.07,424,1382305,709261,771829
20,4.18,2.02,0:06.21,59,1383009,709552,777567
10,4.06,2.54,0:06.61,44981,1442066,743871,825606
5,3.97,3.46,0:07.44,59988,1852336,824369,1205183
