RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.09,3.66,0:05.75,108720,940065,558103,123080
90,2.15,2.87,0:05.31,375,1048417,565340,545785
80,2.33,2.64,0:05.28,17,1048778,565611,562242
70,2.33,2.52,0:05.17,14,1048784,565623,562316
60,2.34,2.48,0:05.15,14,1048787,565620,562434
50,2.31,2.80,0:05.45,15,1048790,565619,562694
40,2.25,2.51,0:05.09,14,1048793,565618,562721
30,2.48,2.20,0:05.02,14,1048797,565624,562809
20,2.44,2.14,0:04.92,14,1048799,565612,562879
10,2.46,1.97,0:04.77,15,1048800,565622,562969
5,2.50,1.89,0:04.73,14,1048802,565624,563006
