RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786610,640876.2,21630774,6581,52370.07,471.996,,,,,263087,11922.43,6654.676,786610,25462.47,153669.9
100,1,878,1144.851,1.773,,,,,,,,,,,878,31.331,0.000
100,2,928,1674.800,5.591,7,52.792,1.503,,,,,33,16.855,3.646,928,38.312,0.009
100,3,572,878.065,5.847,,,,,,,,,,,572,20.881,0.000
100,4,172,213.309,0.538,,,,,,,,,,,172,6.644,0.000
90,0,786604,887235.2,554020.7,32844,232284.2,10058.31,9,50966.08,2421116,,277487,41194.99,8577.294,786604,24945.92,1190.476
90,1,1473,2055.464,3.074,,,,,,,,,,,1473,51.089,0.000
90,2,1646,3180.817,6.183,1,10.939,0.000,,,,,10,0.474,0.000,1646,64.559,0.009
90,3,1016,1323.487,1.805,,,,,,,,,,,1016,36.480,0.000
90,4,773,1038.764,1.486,,,,,,,,,,,773,29.782,0.000
80,0,786570,900176.5,1309941,32859,233169.6,4969.562,16,83582.27,1843732,,279142,48197.77,77995.52,786570,24764.30,4560.152
80,1,114,129.094,0.377,,,,,,,,,,,114,3.778,0.000
80,2,2175,4915.426,94.000,,,,,,,,,,,2175,97.426,0.168
80,3,1053,1437.677,1.547,5,43.372,22.980,,,,,21,24.653,5.147,1053,38.516,0.000
80,4,1319,1970.044,35.751,,,,,,,,,,,1319,47.118,0.000
70,0,786572,924871.7,4737176,32807,235106.8,2154.162,9,49293.81,872565.1,,280072,50331.30,26451.20,786572,25729.75,24344.46
70,1,222,323.806,3.117,6,39.948,1.550,,,,,27,0.903,0.000,222,8.087,0.000
70,2,333,413.998,4.197,3,22.652,5.890,,,,,12,0.438,0.000,333,14.233,0.000
70,3,1572,2314.254,2.427,,,,,,,,,,,1572,68.822,0.133
70,4,1809,2552.103,3.060,,,,,,,,,,,1809,65.086,0.000
60,0,995301,1350153,2835334,76762,554125.7,10423.48,17,106519.0,5442438,,476227,25495.14,82024.63,995301,32361.93,34086.73
60,1,1524,2118.957,2.133,1,10.627,0.000,,,,,9,6.801,4.526,1524,70.783,0.186
60,2,1191,2049.266,4.820,4,29.510,1.998,,,,,33,18.435,4.882,1191,45.367,0.005
60,3,1514,2161.602,2.455,,,,,,,,,,,1514,55.771,0.000
60,4,1505,1961.121,2.941,,,,,,,,,,,1505,54.921,0.000
50,0,1048731,1377207,2752889,79988,561307.5,11553.09,14,85962.31,4371110,,524734,18142.60,3194.011,1048731,32828.51,4877.849
50,1,1540,2273.539,2.415,,,,,,,,,,,1540,57.255,0.000
50,2,2263,5028.327,59.231,1,7.854,0.000,,,,,21,6.470,1.489,2263,131.163,0.370
50,3,1495,2103.341,3.839,,,,,,,,,,,1495,67.895,0.155
50,4,1552,2306.492,28.523,,,,,,,,,,,1552,58.256,0.000
40,0,1048769,1490419,519536550,92909,668453.2,17932.21,8,49765.53,1136376,,525862,20483.42,4255.295,1048769,33214.29,1363678
40,1,1637,2380.033,2.170,2,18.007,15.764,,,,,5,0.155,0.000,1637,77.362,0.142
40,2,2062,4495.811,6.016,6,39.880,1.654,,,,,35,10.562,2.007,2062,97.085,0.018
40,3,2504,3345.659,8.049,,,,,,,,,,,2504,105.993,0.304
40,4,1417,1927.795,1.895,,,,,,,,,,,1417,52.453,0.000
30,0,1048718,1518657,13512229,93920,635777.8,12139.99,2,9636.622,1821.906,,525006,19452.77,15816.36,1048718,38787.43,32578.82
30,1,1787,2346.375,1.363,,,,,,,,,,,1787,65.974,0.000
30,2,1594,2876.085,3.849,7,50.717,1.101,,,,,33,8.378,1.560,1594,63.442,0.007
30,3,1377,1929.997,2.170,2,20.799,18.489,,,,,10,0.389,0.001,1377,55.790,0.000
30,4,1210,1634.237,1.921,,,,,,,,,,,1210,61.071,0.199
20,0,1048727,1501263,2699523,97310,667919.5,18439.25,1,5228.431,0.000,,527108,21293.13,11751.10,1048727,34115.61,28471.45
20,1,1736,2366.428,2.781,,,,,,,,,,,1736,79.292,0.160
20,2,1354,2760.419,6.506,4,28.676,1.806,,,,,13,0.582,0.000,1354,70.936,0.018
20,3,1093,1395.767,1.790,,,,,,,,,,,1093,39.495,0.000
20,4,1081,1631.802,3.764,,,,,,,,,,,1081,59.662,0.230
10,0,1048652,1486551,1433654,98314,656114.7,22775.60,,,,,525512,19011.30,32022.13,1048652,34157.04,4486.430
10,1,412,461.780,4.499,,,,,,,,,,,412,16.144,0.000
10,2,4153,6390.684,3138.603,2,14.223,2.339,,,,,10,0.411,0.000,4153,209.330,56.360
10,3,2289,3382.045,14.104,,,,,,,,,,,2289,80.299,0.001
10,4,2469,3361.271,7.300,,,,,,,,,,,2469,90.962,0.000
5,0,1048727,1487382,2627932,98321,652060.0,12278.01,,,,,527190,20929.74,9751.827,1048727,33475.89,9013.405
5,1,1200,1593.179,2.091,1,8.683,0.000,,,,,8,0.383,0.000,1200,43.914,0.000
5,2,465,813.732,3.545,4,28.712,1.819,,,,,14,0.536,0.000,465,25.250,0.072
5,3,489,547.027,2.837,4,32.628,3.133,,,,,28,5.022,0.562,489,19.185,0.000
5,4,4130,4929.776,25.936,,,,,,,,,,,4130,217.859,0.780
