RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.63,1.58,0:04.22,35952,533025,150529,118438
90,3.54,4.31,0:11.08,12,948945,2375716,2212228
80,4.11,4.11,0:12.12,14,970065,2537608,2558490
70,3.58,4.64,0:11.94,19,961771,2450795,2245943
60,3.53,5.07,0:12.89,19,976300,2792844,2249720
50,3.56,5.59,0:13.39,20,975351,3125355,2252816
40,3.69,6.34,0:14.31,19,969026,3655565,2259150
30,3.72,6.53,0:14.67,19,973687,3903030,2262638
20,3.72,7.25,0:15.38,19,969794,4117776,2266025
10,3.83,7.46,0:15.66,20,968169,4307748,2267672
5,3.82,5.61,0:12.14,14,925290,3220767,1706197
