RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.70,1.85,0:07.57,0,1446088,0,0
90,5.61,2.72,0:08.36,2213,1449939,349656,13044
80,5.59,3.62,0:09.24,1713,1450436,681272,18149
70,5.74,5.82,0:11.84,26836,1647132,1465846,450542
60,5.83,11.46,0:18.15,128315,2104964,2971089,1571544
50,5.82,22.82,0:30.21,553595,2412371,5260273,3775595
40,5.59,81.08,1:28.25,3532019,3666065,15666062,13819482
30,5.60,118.95,2:08.75,4566921,4137033,23446125,22015732
20,5.86,141.64,2:32.74,4542219,5271659,28410103,27224155
10,6.14,1831.56,30:42.31,6218204,4269240,28298827,26398606
5,5.97,1814.57,30:21.78,6735038,3637235,28009676,26315543
