RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.61,0.07,0:01.80,0,100476,0,0
90,4.16,1.11,0:02.03,42245,107382,62243,45911
80,4.13,1.17,0:02.09,50427,119524,75347,54809
70,4.13,1.35,0:02.19,59044,122132,78594,64425
60,4.11,1.37,0:02.17,63439,109059,73159,69271
50,4.33,1.65,0:02.34,72151,163182,105549,82929
40,5.58,5.09,0:03.98,160329,983486,575155,353269
30,5.84,7.42,0:05.10,251458,1077369,679483,748396
20,5.04,7.93,0:05.12,270061,1099306,703766,788357
10,5.05,7.95,0:05.25,277715,1104743,709610,799983
5,5.58,8.88,0:05.86,303244,1139150,730070,814234
