RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101475,9
90,153257,41096
80,163200,48778
70,172600,57817
60,183547,63531
50,298344,72117
40,1075278,196645
30,1120402,217067
20,1115819,212777
10,1264330,246399
5,1744748,346573
