RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,101184,107681.4,1936.362,2,82.188,1.344,,,,
100,1,747,1308.945,1.616,,,,,,,
100,2,954,1554.315,3.867,,,,,,,
100,3,490,825.351,2.521,,,,,,,
100,4,740,1325.022,1.467,,,,,,,
90,0,152933,393095.7,79879.02,41082,245035.0,2076.026,3,69868.86,21036881,
90,1,649,1248.729,6.623,1,35.638,0.000,,,,
90,2,473,801.211,1.924,,,,,,,
90,3,512,823.007,0.858,,,,,,,
90,4,521,896.733,1.381,,,,,,,
80,0,162856,447156.4,445773.3,48743,290693.4,16950.78,4,117095.6,160959106,
80,1,907,1786.382,2.318,,,,,,,
80,2,812,1481.519,3.714,,,,,,,
80,3,953,1760.859,3.171,,,,,,,
80,4,534,957.086,3.102,,,,,,,
70,0,172178,503197.8,213158.7,57785,342269.6,9341.016,5,126627.6,34061382,
70,1,1382,2539.017,2.201,,,,,,,
70,2,1384,2485.366,3.056,,,,,,,
70,3,742,1279.899,4.111,,,,,,,
70,4,826,1371.293,1.455,,,,,,,
60,0,183261,538878.6,148797.9,63509,375497.3,58756.64,7,118341.4,93532310,
60,1,963,1753.098,2.605,,,,,,,
60,2,1292,2225.913,2.067,,,,,,,
60,3,1036,1728.987,1.630,,,,,,,
60,4,652,1006.113,1.402,,,,,,,
50,0,297515,651844.0,205904.2,72077,440476.2,17840.00,7,156095.6,193930407,
50,1,1372,2566.623,1.837,,,,,,,
50,2,474,770.687,1.432,,,,,,,
50,3,274,477.368,3.351,,,,,,,
50,4,513,884.827,1.679,,,,,,,
40,0,1060600,1922413,4208841,196630,1245467,69235.73,9,157172.1,133403618,
40,1,180,284.991,1.110,,,,,,,
40,2,282,483.002,1.073,,,,,,,
40,3,207,332.457,1.353,,,,,,,
40,4,102,210.421,11.712,,,,,,,
30,0,1104087,2061484,12710038,217044,1365465,467201.2,10,173703.0,75372126,
30,1,266,534.957,7.946,7,69.182,125.209,,,,
30,2,238,392.420,3.055,,,,,,,
30,3,198,358.808,1.040,,,,,,,
30,4,140,207.310,0.797,,,,,,,
20,0,1103664,2015131,3034717,212756,1336833,1211090,11,156577.7,36866354,
20,1,617,1085.500,1.485,,,,,,,
20,2,443,688.227,1.926,,,,,,,
20,3,273,429.262,1.747,,,,,,,
20,4,115,197.046,0.729,,,,,,,
10,0,1239625,2582546,914338.6,246373,1724011,414810.7,14,167831.6,6460927,
10,1,160,273.118,1.151,,,,,,,
10,2,96,135.008,1.742,,,,,,,
10,3,384,550.607,0.591,,,,,,,
10,4,76,103.237,0.748,,,,,,,
5,0,1702603,4215696,8344756,346557,2991084,4567750,17,153420.1,7519463,
5,1,233,413.303,23.905,6,88.355,448.024,,,,
5,2,74,106.426,0.937,,,,,,,
5,3,191,285.464,0.359,,,,,,,
5,4,86,132.646,0.701,,,,,,,
