RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.12,0:03.64,0,100590,0,0
90,3.57,0.22,0:03.82,963,140742,44445,42235
80,3.57,0.30,0:03.91,4359,153808,60610,55467
70,3.54,0.37,0:03.94,4299,163041,74116,66160
60,3.58,0.41,0:04.02,7130,172682,78394,76148
50,3.55,0.74,0:04.33,31474,213565,111787,106746
40,3.91,1.82,0:05.84,17440,1092773,549094,580594
30,3.93,2.19,0:06.29,2885,1379351,708869,764321
20,3.93,2.14,0:06.27,32,1382707,709364,776516
10,4.04,2.13,0:06.32,2311,1388201,713252,778973
5,4.15,3.54,0:07.84,74347,1821252,822711,1234808
