RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679333,123
90,694397,1586
80,697195,1988
70,720165,7797
60,785228,39170
50,896126,75458
40,1037816,131245
30,1212284,189547
20,1340774,197552
10,1491946,235025
5,1562125,260499
