RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,678756,440942.9,245782.2,114,920.627,15.864,,,,,1588,709.610,2.796
100,1,2399,3009.055,7.926,,,,,,,,,,
100,2,697,1017.553,2.917,,,,,,,,,,
100,3,2232,2679.837,21.660,,,,,,,,,,
100,4,1645,1995.421,1.835,,,,,,,,,,
90,0,689441,477817.7,81147.05,1573,12240.17,12.859,,,,,16604,14038.20,831.003
90,1,2754,3465.026,6.497,,,,,,,,,,
90,2,937,1384.988,3.446,,,,,,,,,,
90,3,3075,3707.008,20.567,,,,,,,,,,
90,4,1745,2309.420,3.747,4,31.329,4.642,,,,,10,0.382,0.000
80,0,692196,489213.3,369127.0,1975,15646.77,14.732,2,82496.41,526362794,,19403,14468.38,357.351
80,1,913,1018.545,2.859,,,,,,,,,,
80,2,470,822.526,2.130,,,,,,,,,,
80,3,5944,6605.700,263.048,,,,,,,,,,
80,4,2459,3284.961,8.407,2,39.703,141.843,,,,,8,0.322,0.000
70,0,715212,558696.4,709936.9,7771,65987.56,6832.650,9,312767.8,156480762,,42363,15358.42,740.211
70,1,1874,2156.672,1.275,,,,,,,,,,
70,2,499,860.998,1.243,,,,,,,,,,
70,3,2122,2540.898,49.825,,,,,,,,,,
70,4,2164,2700.691,33.195,,,,,,,,,,
60,0,780439,953122.9,2386606,39155,401355.0,17610.21,9,306326.8,626214174,,107421,16992.74,2135.275
60,1,1948,2533.842,3.016,5,53.356,49.492,,,,,8,0.260,0.000
60,2,782,1209.658,2.283,,,,,,,,,,
60,3,4943,5818.855,58.205,,,,,,,,,,
60,4,2580,3189.316,4.891,,,,,,,,,,
50,0,889500,1371233,2600899,75438,728697.0,44840.57,14,503411.1,524094563,,218288,30498.90,36046.85
50,1,3000,3754.798,82.338,,,,,,,,,,
50,2,747,1129.319,2.229,,,,,,,,,,
50,3,3335,4319.850,12.223,2,16.065,5.072,,,,,4,0.108,0.000
50,4,2173,2697.688,22.114,,,,,,,,,,
40,0,1023742,2061263,10792194,131233,1286685,183177.4,17,606631.6,599835204,,359962,60328.21,75013.56
40,1,3096,3956.096,32.120,,,,,,,,,,
40,2,685,1156.116,2.180,,,,,,,,,,
40,3,3173,3871.387,15.573,,,,,,,,,,
40,4,1791,2247.079,2.486,,,,,,,,,,
30,0,1167334,2799224,2378253,189537,1809981,1222314,15,551931.9,888879291,,534430,171971.9,120244.1
30,1,4324,5449.169,34.213,,,,,,,,,,
30,2,797,1304.764,2.760,,,,,,,,,,
30,3,4620,5857.334,15.485,,,,,,,,,,
30,4,2298,3274.631,111.312,,,,,,,,,,
20,0,1257768,3217832,16504126,197538,1966063,1180866,16,439541.8,283556759,,662902,327195.8,339662.9
20,1,2276,2980.411,17.882,,,,,,,,,,
20,2,611,1223.555,3.276,,,,,,,,,,
20,3,2197,2741.633,15.446,,,,,,,,,,
20,4,8930,9916.923,236.961,,,,,,,,,,
10,0,1375987,3799052,2416819,235015,2296479,691712.9,13,239890.5,188862260,,814026,474507.3,1309716
10,1,3835,4861.081,22.685,,,,,,,,,,
10,2,668,1242.271,2.994,,,,,,,,,,
10,3,3699,4681.650,48.511,,,,,,,,,,
10,4,1754,2192.773,2.007,,,,,,,,,,
5,0,1445196,4125397,2863300,260485,2534465,8209680,6,126024.2,113719821,,878707,496901.8,1448129
5,1,3616,4721.996,149.779,,,,,,,,,,
5,2,1196,1905.921,2.211,,,,,,,,,,
5,3,5873,7810.061,471.238,,,,,,,,,,
5,4,3236,4348.148,17.065,1,16.201,0.000,,,,,2,0.049,0.001
