RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1446266,0
90,1452229,3281
80,1460476,3282
70,1651796,49730
60,2023096,86943
50,2558148,219668
40,4984418,226019
30,5225020,346602
20,5231148,268987
10,5178321,28146
5,5218530,9454
