RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.12,0:03.63,0,100590,0,0
90,3.57,0.24,0:03.84,949,140780,44473,42421
80,3.58,0.28,0:03.90,3999,153298,60195,55150
70,3.61,0.35,0:03.99,4345,163034,74266,66342
60,3.63,0.33,0:03.99,5687,171066,76899,74713
50,3.61,0.69,0:04.33,31622,213535,111849,106880
40,3.95,1.76,0:05.82,15497,1104576,554408,587104
30,4.00,2.11,0:06.29,2464,1379883,708926,763774
20,3.96,2.11,0:06.26,32,1382707,709363,776510
10,3.98,2.24,0:06.38,4767,1391440,715810,781625
5,4.36,3.34,0:07.85,76948,1817657,822391,1235878
