RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1928,3011.358,4.272,,,,,,,,,,,1928,74.564,0.000,,,
100,1,2002,3084.020,3.614,,,,,,,,,,,2002,78.340,0.001,,,
100,2,1878,2705.218,2.781,,,,,,,,,,,1878,71.151,0.000,,,
100,3,1937,3018.879,3.730,,,,,,,,,,,1937,74.950,0.001,,,
100,4,1871,2785.875,2.943,,,,,,,,,,,1871,72.534,0.001,,,
100,5,2367,3642.328,12.263,,,,,,,,,,,2367,91.363,0.004,,,
100,6,2014,3225.106,4.450,,,,,,,,,,,2014,78.734,0.001,,,
100,7,1702,2618.872,3.230,,,,,,,,,,,1702,65.907,0.001,,,
100,8,1446276,1751399,255447.4,,,,,,,,,,,1446276,43805.83,2099.348,,,
100,9,1445933,1754955,247012.9,,,,,,,,,,,1445933,44164.28,2013.635,,,
100,10,576,858.634,3.219,,,,,,,,,,,576,25.101,0.000,,,
100,11,450,912.450,2.796,,,,,,,,,,,450,17.904,0.000,,,
100,12,356,535.783,0.844,,,,,,,,,,,356,15.287,0.000,,,
100,13,87,129.209,0.618,,,,,,,,,,,87,3.582,0.000,,,
100,14,505,1024.791,3.007,,,,,,,,,,,505,19.379,0.000,,,
100,15,1405,2822.571,2.795,,,,,,,,,,,1405,58.924,0.002,,,
100,16,2007,3104.509,3.625,,,,,,,,,,,2007,79.239,0.001,,,
100,17,2192,3504.457,41.501,,,,,,,,,,,2192,85.473,0.010,,,
100,18,2190,3310.636,31.344,,,,,,,,,,,2190,95.928,0.579,,,
100,19,1713,2515.009,3.325,,,,,,,,,,,1713,66.906,0.001,,,
100,20,1687,2637.997,4.268,,,,,,,,,,,1687,66.221,0.001,,,
100,21,1864,2779.283,3.044,,,,,,,,,,,1864,72.238,0.001,,,
100,22,1436,2260.354,3.508,,,,,,,,,,,1436,56.256,0.001,,,
100,23,1549,2219.309,2.982,,,,,,,,,,,1549,73.521,0.119,,,
100,24,81,160.953,1.304,,,,,,,,,,,81,5.689,0.001,,,
100,25,78,110.236,0.778,,,,,,,,,,,78,3.465,0.000,,,
100,26,1164,2022.412,4.448,,,,,,,,,,,1164,49.491,0.000,,,
100,27,520,1046.518,3.242,,,,,,,,,,,520,21.270,0.001,,,
100,28,281,495.989,1.806,,,,,,,,,,,281,11.040,0.000,,,
100,29,276,1334.858,5.270,,,,,,,,,,,276,42.690,0.010,,,
100,30,3147,4763.579,27.226,,,,,,,,,,,3147,136.065,0.007,,,
100,31,1150,2290.673,4.482,,,,,,,,,,,1150,62.236,0.140,,,
90,0,1969,2966.675,2.995,,,,,,,,,,,1969,77.929,0.001,,,
90,1,1560,2395.058,2.969,,,,,,,,,,,1560,60.823,0.000,,,
90,2,2544,4087.174,13.752,,,,,,,,,,,2544,124.616,0.403,,,
90,3,1856,2821.965,3.060,,,,,,,,,,,1856,86.260,0.082,,,
90,4,2244,3440.917,21.411,,,,,,,,,,,2244,89.319,0.008,,,
90,5,1874,2813.864,3.131,,,,,,,,,,,1874,86.522,0.075,,,
90,6,1697,2572.380,4.575,1,36.759,0.000,,,,,9,0.365,0.000,1697,67.584,0.001,,,
90,7,2062,3123.029,3.484,,,,103,740313.1,63614795,,,,,2062,92.651,0.069,,,
90,8,1451833,1790834,515309.0,2241,13245.34,57.601,21,388705.1,14629880,,3279,289.714,1.365,1451833,44925.35,3434.403,,,
90,9,1446721,1778843,412478.2,565,3429.689,9.947,22,397913.6,23666679,,573,21.117,0.000,1446721,44677.21,2697.846,,,
