RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.48,0.10,0:03.59,0,100590,0,0
90,3.53,0.89,0:04.43,42509,108602,63115,46301
80,3.53,1.07,0:04.61,50675,115186,72827,55316
70,3.48,1.25,0:04.74,59396,120087,77850,64292
60,3.52,1.25,0:04.78,63382,110525,73781,70237
50,3.63,1.46,0:05.10,73373,174949,113448,87044
40,3.97,4.03,0:08.24,156390,1123638,653316,465269
30,3.85,5.94,0:10.20,261313,1121156,709204,777407
20,3.79,6.02,0:10.23,261596,1120999,709297,778550
10,3.78,6.34,0:10.59,260685,1252100,744430,861371
5,4.19,7.58,0:12.42,324282,1570856,816458,1229065
