RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.12,0:03.61,0,100590,0,0
90,3.54,0.87,0:04.42,42802,109677,64091,46590
80,3.53,1.02,0:04.56,50257,114121,72249,55002
70,3.53,1.21,0:04.74,59603,123346,79569,64542
60,3.55,1.24,0:04.79,64264,110095,74063,69715
50,3.59,1.52,0:05.13,74684,187445,120678,88461
40,3.76,4.22,0:08.22,156827,1123626,653344,458784
30,3.64,6.16,0:10.20,263133,1119339,709205,777229
20,3.80,5.79,0:09.99,249637,1132858,709248,778721
10,3.87,6.20,0:10.51,261954,1249035,744465,858320
5,4.16,7.50,0:12.30,321468,1575456,817389,1233441
