RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.79,1.18,0:07.98,92,678960,1656,594
90,6.83,1.14,0:07.98,1544,687853,76817,12620
80,6.95,1.27,0:08.23,2021,697709,150471,14080
70,6.86,1.44,0:08.32,9323,707419,203485,26506
60,7.06,1.75,0:08.83,51098,728170,291645,70446
50,7.10,2.30,0:09.41,78302,821601,375185,127809
40,7.25,2.82,0:10.08,123172,915390,485774,278241
30,7.34,3.42,0:10.78,186160,990005,547438,448261
20,7.46,3.79,0:11.28,228206,1037702,636268,565765
10,7.71,4.33,0:12.07,294297,1081446,682507,734798
5,8.70,4.38,0:13.11,314755,1135308,729946,838935
