RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.81,1.26,0:09.10,41,678132,5254,3299
90,7.96,1.55,0:09.62,30,689365,220581,79217
80,7.91,2.01,0:10.01,26,689375,458782,82763
70,7.93,2.92,0:10.93,91,689389,844168,144125
60,8.07,3.15,0:11.57,1546,709317,1227524,212990
50,8.12,4.62,0:13.59,13422,751999,2007074,877827
40,8.10,4.68,0:13.58,11661,792266,2116706,1415680
30,8.32,3.43,0:12.90,21462,815142,2081953,1714706
20,8.40,3.87,0:13.85,2371,920981,2930119,2684266
10,8.80,4.66,0:16.85,4672,1114898,3886312,3705874
5,9.37,9.20,0:22.53,34027,1310123,5015219,4665552
