RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.12,3.49,0:05.74,120409,928377,564406,493001
90,2.17,3.47,0:05.75,135787,913001,564393,492071
80,2.17,3.60,0:05.83,142026,906767,565609,563121
70,2.16,4.25,0:06.47,291597,757199,565614,563140
60,2.22,3.42,0:05.71,138626,910173,565607,563133
50,2.23,3.31,0:05.62,130392,918410,565620,563174
40,2.26,4.05,0:06.36,323254,725551,565621,563133
30,2.38,3.05,0:05.48,132922,915887,565617,563167
20,2.36,3.16,0:05.55,160790,888022,565611,563145
10,2.45,2.92,0:05.39,135099,913716,565618,563143
5,2.47,2.98,0:05.47,165556,883260,565620,563147
