RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,104905,88345.39,6189.716,,,,,,,6401.965,,,,104905,15147.18,4088.692
100,1,1701,2302.643,3.066,,,,,,,,,,,1701,59.452,0.000
100,2,750,1094.283,1.722,,,,,,,,,,,750,36.293,0.001
100,3,1384,1922.064,2.124,,,,,,,,,,,1384,61.931,0.158
100,4,1085,1381.901,1.568,,,,,,,,,,,1085,37.405,0.000
90,0,127021,159604.7,72968.47,5336,45835.89,978.022,1,15423.90,0.000,14250.45,19386,619.694,2.755,127021,24218.00,22720.39
90,1,1377,2089.260,27.805,,,,,,,,,,,1377,87.277,0.862
90,2,255,541.920,5.230,,,,,,,,,,,255,19.879,0.002
90,3,3677,4630.126,194.112,,,,,,,,,,,3677,139.554,0.010
90,4,1514,2307.299,2.776,31,218.644,5.410,,,,,31,1.091,0.000,1514,68.473,0.160
80,0,161287,212245.5,160435.0,4290,34757.53,1529.645,2,37943.36,2179481,41116.55,53651,1776.024,61.932,161287,54452.44,112892.6
80,1,1982,2875.588,2.417,,,,,,,,,,,1982,69.252,0.000
80,2,272,569.784,3.684,,,,,,,,,,,272,20.043,0.002
80,3,2095,2837.106,96.908,10,74.528,1.723,,,,,10,0.359,0.000,2095,75.834,0.013
80,4,1928,2740.718,3.551,,,,,,,,,,,1928,82.456,0.119
70,0,177084,243563.6,661776.2,4815,41545.22,1564.674,3,54472.71,614115.5,51944.24,69632,2334.849,45.485,177084,66924.46,477248.5
70,1,672,946.502,3.166,,,,,,,,,,,672,25.457,0.000
70,2,354,580.202,0.710,,,,,,,,,,,354,22.398,0.002
70,3,2131,3274.988,34.562,,,,,,,,,,,2131,91.093,0.005
70,4,1770,2545.430,3.654,,,,,,,,,,,1770,75.703,0.128
60,0,181647,253258.8,564169.8,3970,39756.92,1563.645,3,53270.10,16332561,56266.09,73605,2383.229,314.429,181647,71685.41,355032.4
60,1,1476,2034.620,2.893,,,,,,,,,,,1476,84.285,0.689
60,2,296,737.700,4.436,31,206.053,0.489,,,,,31,1.005,0.000,296,20.822,0.002
60,3,3722,4528.111,113.152,,,,,,,,,,,3722,208.579,4.165
60,4,1893,2835.523,2.574,,,,,,,,,,,1893,67.686,0.000
50,0,213292,372028.6,1162122,16172,129228.6,3124.133,4,55818.45,21961694,57823.26,89616,7081.134,13453.70,213292,76075.92,640909.7
50,1,2070,2885.451,1.893,,,,,,,,,,,2070,70.586,0.000
50,2,905,1180.170,0.652,,,,,,,,,,,905,37.265,0.000
50,3,2526,3266.349,3.217,,,,,,,,,,,2526,92.126,0.000
50,4,1630,2086.912,1.179,,,,,,,,,,,1630,56.987,0.000
40,0,494115,1092737,4239606,69364,584397.1,230677.5,3,50841.51,13055500,122430.2,238061,15270.27,167307.0,494115,166340.9,1864206
40,1,2031,2779.847,1.921,16,112.989,1.922,,,,,16,0.548,0.000,2031,72.301,0.000
40,2,438,784.720,0.662,,,,,,,,,,,438,29.361,0.002
40,3,3193,4112.705,6.520,,,,,,,,,,,3193,134.000,0.461
40,4,1557,2201.176,2.481,,,,,,,,,,,1557,75.323,0.175
30,0,1289312,1649567,1039297886,22022,245702.0,19745.36,3,48587.02,2353855,446555.5,667297,26288.82,90842.87,1289312,564179.1,5427602923
30,1,984,1369.257,1.783,,,,,,,,,,,984,36.600,0.000
30,2,661,1140.908,2.791,,,,,,,,,,,661,40.981,0.002
30,3,5671,7842.022,138.330,29,225.013,14.582,,,,,29,0.983,0.000,5671,336.514,3.485
30,4,3360,5181.325,11.178,,,,,,,,,,,3360,147.737,0.579
20,0,1327565,1775167,10609106,32670,298254.5,38283.80,3,53289.60,18679537,475349.7,694443,31521.77,206081.7,1327565,595872.9,25829958
20,1,1028,1418.178,2.485,,,,,,,,,,,1028,52.733,0.216
20,2,322,740.771,3.226,,,,,,,,,,,322,29.647,0.002
20,3,5666,7396.338,138.073,,,,,,,,,,,5666,344.598,4.335
20,4,3210,5115.336,19.308,16,115.955,2.493,,,,,16,0.518,0.000,3210,113.019,0.001
10,0,2662275,3412193,14996493,39198,335891.5,31655.49,5,51412.32,11168768,1039843,1506757,59492.06,364810.6,2662275,1282710,96092039
10,1,3028,4657.546,44.061,,,,,,,,,,,3028,107.088,0.002
10,2,1449,2670.094,35.288,8,59.718,2.690,,,,,8,0.312,0.000,1449,89.829,0.178
10,3,6304,10124.66,85.500,,,,,,,,,,,6304,322.422,2.726
10,4,3678,5096.145,47.626,,,,,,,,,,,3678,146.261,1.249
5,0,2665988,3377178,6589584,36743,263243.0,23944.93,22,56389.31,497502.2,1076948,1509940,57826.31,501309.6,2665988,1321088,7768180
5,1,1456,2110.256,3.115,16,111.951,1.657,,,,,16,0.535,0.000,1456,54.133,0.000
5,2,385,934.977,2.902,,,,,,,,,,,385,37.742,0.002
5,3,56,79.595,0.312,,,,,,,,,,,56,2.219,0.000
5,4,3561,5002.737,6.491,,,,,,,,,,,3561,141.593,0.202
