RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.69,1.18,0:03.89,549,610071,0,1197
90,2.81,1.78,0:04.60,38,786653,0,266564
80,2.89,1.69,0:04.60,38,786654,0,266793
70,2.72,2.02,0:04.74,44,786656,0,267181
60,2.90,2.38,0:05.28,194,996070,0,477567
50,2.94,2.44,0:05.38,102,1048753,0,528904
40,2.91,2.36,0:05.27,52,1048804,0,531422
30,3.07,2.12,0:05.20,52,1048802,0,531439
20,3.02,2.18,0:05.21,52,1048804,0,531415
10,3.15,2.08,0:05.23,50,1048807,0,531413
5,3.07,2.17,0:05.25,52,1048804,0,531407
