RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,619133,603
90,787078,92
80,787073,91
70,787088,98
60,996708,246
50,1049302,156
40,1049331,107
30,1049328,108
20,1049319,108
10,1049322,104
5,1049304,102
