RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.53,6.04,0:08.62,231285,555281,1134034,1001557
90,2.67,2.85,0:08.02,8,761154,1370888,1122237
80,2.80,2.96,0:08.23,8,762948,1587209,1125560
70,2.82,3.54,0:08.80,12,761258,1806674,1129831
60,2.83,4.89,0:12.14,167,956177,2451717,2014969
50,2.89,5.93,0:13.63,299,999114,3107889,2245243
40,3.00,6.37,0:14.35,20,1000231,3529800,2258021
30,2.87,6.44,0:14.28,17,1002204,3795437,2223495
20,2.78,7.39,0:15.22,20,1000133,4050156,2253683
10,2.90,7.73,0:15.61,20,1000369,4280017,2267015
5,2.91,7.94,0:15.78,22,998396,4358572,2238766
