RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.67,1.41,0:04.10,26413,530864,258868,114929
90,2.77,3.22,0:09.24,8,764174,1713224,1399984
80,2.67,3.87,0:09.80,12,764685,1993824,1407496
70,2.68,4.38,0:10.33,12,767366,2263421,1411169
60,2.87,6.26,0:15.04,1237,956712,3430420,2526885
50,2.87,7.55,0:16.93,198,1003461,4242676,2810929
40,2.97,8.05,0:17.62,16,1003866,4512963,2822302
30,2.98,8.50,0:18.09,24,1004379,4815316,2825387
20,2.96,9.26,0:18.86,20,1006366,5074295,2831390
10,2.94,9.77,0:19.17,20,1000670,5319240,2833644
5,2.99,9.70,0:18.94,20,1003094,5279466,2834599
