RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.61,0.79,0:03.42,5,524428,20641,3311
90,2.82,5.95,0:11.62,50867,735703,2049147,1679000
80,2.79,6.78,0:12.41,51071,735494,2382647,1693191
70,2.76,7.62,0:13.23,50886,735691,2729918,1698379
60,2.85,13.14,0:19.32,93910,901988,4349107,3036389
50,2.67,15.63,0:21.71,104197,944531,5072678,3372198
40,2.78,16.32,0:22.56,105288,943445,5413733,3391660
30,2.82,16.84,0:23.17,107123,941605,5746936,3396627
20,2.89,17.28,0:23.67,105013,943715,6057208,3400220
10,2.81,175.80,2:59.15,137499,911066,6202110,3645252
5,2.97,108.48,1:51.96,310631,738097,5333418,3907606
