RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.48,0.91,0:06.40,20,678241,923,578
90,5.62,0.84,0:06.47,31,689367,39070,11244
80,5.61,0.91,0:06.52,26,689375,81220,11473
70,5.71,0.94,0:06.66,63,699116,151393,24109
60,5.81,1.34,0:07.16,22017,742380,245584,83823
50,5.82,1.54,0:07.39,12073,833032,344352,163498
40,5.90,1.85,0:07.81,12110,973390,445819,303400
30,5.92,2.32,0:08.37,22445,1140627,560690,497874
20,6.02,2.28,0:08.49,2467,1224122,656524,584011
10,6.34,2.46,0:08.95,4476,1372013,714086,740013
5,6.91,2.78,0:09.82,6230,1443378,773143,808692
