RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.12,3.64,0:05.76,108584,940202,558103,122940
90,2.33,2.75,0:05.38,456,1048336,565326,545154
80,2.24,2.72,0:05.27,14,1048781,565620,562207
70,2.29,2.52,0:05.12,14,1048786,565622,562271
60,2.28,2.56,0:05.16,14,1048786,565614,562423
50,2.37,2.75,0:05.45,14,1048791,565623,562702
40,2.30,2.46,0:05.09,14,1048794,565626,562728
30,2.35,2.32,0:05.01,14,1048800,565614,562776
20,2.40,2.14,0:04.88,14,1048801,565617,562864
10,2.37,2.05,0:04.75,14,1048801,565621,562955
5,2.28,2.10,0:04.72,14,1048801,565616,562998
