RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1062477,115183
90,1060380,119278
80,1057381,139990
70,1057991,129933
60,1053509,217350
50,1051706,268572
40,1053934,131127
30,1060689,135717
20,1051907,147115
10,1051210,169136
5,1054163,142558
