RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.26,0.22,0:02.83,0,101049,0,0
90,7.22,0.75,0:03.04,40243,119856,0,41204
80,7.42,0.88,0:03.18,48712,126523,0,49845
70,7.50,0.87,0:03.22,59874,142795,0,61523
60,7.34,0.93,0:03.20,63785,134151,0,66155
50,7.48,1.07,0:03.31,74110,210608,0,80885
40,9.19,3.49,0:04.74,207739,749926,0,443466
30,8.52,4.64,0:04.97,253223,826032,0,576004
20,8.41,4.87,0:05.02,256736,864413,0,601118
10,8.67,5.81,0:05.46,309164,996342,0,715639
5,10.69,4.16,0:05.61,318105,906293,0,655632
