RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.73,0:06.31,78,678077,803,537
90,5.58,0.81,0:06.40,1475,687923,38830,11502
80,5.63,0.81,0:06.45,1466,687935,81812,11549
70,5.59,1.02,0:06.62,5010,694499,154117,26535
60,5.74,1.47,0:07.22,44841,718739,243983,88740
50,5.84,1.95,0:07.84,76916,767245,345944,171180
40,5.85,2.62,0:08.55,124928,853726,442563,303682
30,5.93,3.66,0:09.76,207461,955792,561648,494735
20,6.03,3.78,0:10.11,200397,1031498,652319,607006
10,6.25,4.25,0:10.87,237879,1132477,707408,764859
5,7.04,4.54,0:11.97,256453,1204404,777400,862302
