RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.18,2.95,0:05.14,217303,569262,283183,234131
90,2.26,1.25,0:03.79,8,786557,342759,261872
80,2.43,1.17,0:03.89,8,786557,401396,282730
70,2.43,1.24,0:03.96,12,786560,456239,283538
60,2.58,1.75,0:04.83,2065,996089,564591,503955
50,2.53,1.89,0:04.94,181,1048547,565427,552917
40,2.62,1.84,0:04.94,66,1048658,565511,558444
30,2.59,1.88,0:04.91,20,1048708,565592,562805
20,2.64,1.88,0:04.93,19,1048709,565591,562905
10,2.65,1.90,0:04.91,16,1048709,565589,563001
5,2.79,1.78,0:04.91,17,1048708,565590,563053
