RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678767,517043.4,73805.55,29,234.261,7.039,,,,41943.85
100,1,1412,1686.037,1.294,9,63.638,3.989,,,,
100,2,506,921.708,0.764,,,,,,,
100,3,5663,6412.753,136.745,,,,,,,
100,4,2837,3568.223,3.818,9,67.565,2.624,,,,
90,0,689398,545527.5,686109.3,31,380.576,56.233,,,,48747.08
90,1,1679,2205.199,3.068,16,110.920,1.759,,,,
90,2,385,748.932,1.246,,,,,,,
90,3,3348,4296.419,96.847,,,,,,,
90,4,1877,2338.630,4.571,,,,,,,
80,0,691232,565384.6,124872.7,203,1617.505,12.253,1,27363.34,0.000,52523.91
80,1,1899,2435.379,2.349,,,,,,,
80,2,576,945.570,1.924,8,58.385,1.800,,,,
80,3,1868,2289.003,2.212,,,,,,,
80,4,1424,2053.779,4.059,29,215.879,6.259,,,,
70,0,715458,601322.4,780379.0,2108,17733.95,476.153,9,325596.8,175516073,61227.28
70,1,2075,2629.093,642.941,,,,,,,
70,2,340,737.738,10.993,,,,,,,
70,3,1512,1726.749,1.639,,,,,,,
70,4,2847,3627.650,4.599,,,,,,,
60,0,780334,901958.5,3406844,17126,225325.5,19750.82,8,299910.6,773986192,90970.51
60,1,2583,3249.827,9.668,,,,,,,
60,2,272,742.743,9.542,,,,,,,
60,3,1232,1513.920,2.204,,,,,,,
60,4,6564,7780.537,2709.990,,,,,,,
50,0,890495,950995.0,8074401,9156,110244.1,2599.337,16,508750.6,385024499,159307.5
50,1,3380,4773.906,10.488,29,217.881,9.373,,,,
50,2,1091,1739.240,5.210,,,,,,,
50,3,3437,4657.323,6.058,,,,,,,
50,4,2497,3076.725,6.671,,,,,,,
40,0,1026243,1209847,22886840,12524,150808.4,5253.896,22,750814.2,437441609,257229.2
40,1,1367,1718.479,2.599,,,,,,,
40,2,1018,1425.739,1.970,,,,,,,
40,3,5867,6784.011,3980.474,,,,,,,
40,4,3782,5031.902,23.514,16,116.509,3.355,,,,
30,0,1172366,1535862,4090650,17128,191032.9,16079.18,22,596898.3,654036385,361781.0
30,1,1644,2006.712,1.855,,,,,,,
30,2,503,961.651,2.519,,,,,,,
30,3,7434,8815.320,122.418,,,,,,,
30,4,3469,4721.822,8.702,,,,,,,
20,0,1262145,1666707,1683097,5216,68497.30,1805.289,28,622988.2,249904415,450637.5
20,1,2978,3600.254,57.942,,,,,,,
20,2,633,1146.066,3.681,,,,,,,
20,3,3010,3983.532,41.362,,,,,,,
20,4,1402,1828.523,3.971,,,,,,,
10,0,1372986,1961450,3995599,2690,47983.50,376.970,22,402686.4,181633639,558356.4
10,1,2285,2836.367,13.853,,,,,,,
10,2,679,1335.792,4.601,16,133.702,21.156,,,,
10,3,1753,2266.614,2.122,,,,,,,
10,4,742,937.539,3.835,,,,,,,
5,0,1444210,2115046,6392258,4437,50372.78,606.555,21,302109.0,56269835,605098.9
5,1,4217,5445.949,81.054,,,,,,,
5,2,517,1241.317,7.572,,,,,,,
5,3,5670,7771.723,34.364,,,,,,,
5,4,2265,3079.243,18.249,16,112.308,2.458,,,,
