RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.57,1.13,0:03.70,1850,639324,118037,2713
90,2.41,1.74,0:04.15,7,527555,386335,266596
80,2.33,2.00,0:04.33,7,528088,450138,267031
70,2.53,1.79,0:04.33,12,528607,491668,267314
60,2.51,2.19,0:04.71,265,529137,534093,477786
50,2.39,2.32,0:04.72,274,529827,534593,530053
40,2.54,2.19,0:04.74,17,529660,534612,531527
30,2.50,2.21,0:04.71,18,529659,534610,531527
20,2.60,2.08,0:04.69,18,529658,534607,531528
10,2.63,2.10,0:04.74,18,529658,534610,531530
5,2.67,1.87,0:04.55,18,529662,534607,531528
