RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.65,1.77,0:04.51,27748,729954,259432,122519
90,2.47,11.72,0:15.50,127005,921787,2827322,2764450
80,2.51,12.35,0:16.18,127292,921500,2828051,2806887
70,2.59,12.81,0:16.73,127420,921375,3172466,2811636
60,2.56,13.57,0:17.49,126098,922700,3711966,2807081
50,2.52,14.65,0:18.53,126302,922500,4231458,2825764
40,2.53,15.26,0:19.15,125900,922905,4509536,2829858
30,2.57,15.83,0:19.76,125365,923444,4788748,2833720
20,2.63,16.42,0:20.46,125220,923591,5050254,2819035
10,2.55,17.33,0:21.30,124800,924015,5342359,2842694
5,2.63,17.50,0:21.48,130162,918654,5476925,2847657
