RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1049105,464395
90,1363600,61
80,1372991,63
70,1376175,63
60,1377075,66
50,1374447,67
40,1377320,65
30,1375090,64
20,1358175,67
10,1346642,67
5,1347962,67
