RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.82,1.20,0:09.04,179,677964,5253,3193
90,7.89,1.47,0:09.40,32,689363,220577,79042
80,8.05,2.04,0:10.16,35,689385,458783,82812
70,7.98,2.82,0:10.87,94,689385,844168,144076
60,7.92,3.67,0:11.73,1244,702151,1227647,220689
50,8.01,5.14,0:14.09,14200,756736,2034255,979770
40,8.30,5.48,0:15.23,12411,843812,2656433,1846600
30,8.66,5.54,0:17.17,23498,954831,3582546,3123539
20,8.95,5.37,0:18.64,2507,1079061,4156637,3818508
10,9.10,5.77,0:20.21,3742,1190318,4464730,4199684
5,8.95,6.85,0:18.18,29283,1175642,3895279,3318446
