RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.28,2.85,0:05.13,216622,569943,283368,233420
90,2.37,1.14,0:03.79,36,786529,342370,262295
80,2.35,1.25,0:03.89,8,786557,401559,282746
70,2.26,1.40,0:03.95,12,786560,456446,283539
60,2.48,1.83,0:04.81,2167,996122,564600,504291
50,2.64,1.79,0:04.95,192,1048536,565429,552818
40,2.52,1.95,0:04.95,112,1048612,565518,558048
30,2.53,1.97,0:04.93,19,1048709,565593,562800
20,2.64,1.89,0:04.92,19,1048709,565598,562903
10,2.76,1.80,0:04.92,19,1048709,565597,563011
5,2.72,1.89,0:04.95,19,1048709,565595,563057
