RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786933,17888
90,786944,67
80,786945,64
70,786950,68
60,995700,112
50,1049117,126
40,1049122,75
30,1049112,76
20,1049112,72
10,1049107,73
5,1049119,78
