RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.50,0.12,0:03.62,0,100590,0,0
90,3.53,0.89,0:04.42,42794,108632,63387,46462
80,3.54,1.00,0:04.54,50366,112886,71861,55017
70,3.57,1.19,0:04.76,60001,128704,82784,65209
60,3.53,1.24,0:04.78,63397,111640,74425,70346
50,3.60,1.50,0:05.11,74396,185598,119580,88323
40,3.78,4.23,0:08.25,157270,1124217,653868,460878
30,3.75,5.82,0:09.97,243021,1139449,709159,774578
20,3.76,5.80,0:09.96,246470,1136025,709254,778545
10,4.01,6.10,0:10.56,261832,1252417,744496,862065
5,4.04,7.64,0:12.32,322562,1577334,818932,1231014
