RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.48,0.99,0:03.47,32,538006,0,184
90,2.65,3.26,0:05.92,130359,918431,0,530609
80,2.44,3.37,0:05.81,128574,920219,0,531458
70,2.51,3.52,0:06.04,128870,919926,0,531466
60,2.52,3.33,0:05.85,127912,920888,0,531443
50,2.54,3.46,0:06.01,129206,919597,0,531490
40,2.63,3.13,0:05.77,128078,920727,0,531470
30,2.62,3.16,0:05.78,129062,919746,0,531488
20,2.61,2.98,0:05.59,128232,920579,0,531495
10,2.71,2.93,0:05.66,128658,920155,0,531490
5,2.75,2.91,0:05.67,128297,920521,0,531460
