RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,1048813,3261853,8652685,116597,2319248,2257255,,,,,536003,176230.4,725789.0,1048813,32557.54,2708.752
100,1,2628,3429.266,5.572,3,52.555,38.610,,,,,8,0.330,0.000,2628,90.519,0.000
100,2,673,1038.261,1.719,,,,,,,,,,,673,36.633,0.001
100,3,2201,3377.389,25.655,,,,,,,,,,,2201,97.060,0.002
100,4,1189,1601.386,2.248,,,,,,,,,,,1189,43.623,0.000
90,0,1048714,3198074,18072638,125761,2285888,1685185,,,,,536430,145234.8,836186.5,1048714,32899.97,17024.33
90,1,2274,3184.009,13.446,,,,,,,,,,,2274,102.796,0.760
90,2,1143,1613.468,1.314,,,,,,,,,,,1143,50.024,0.000
90,3,3474,5104.879,8.810,,,,,,,,,,,3474,148.043,0.001
90,4,2049,2743.057,1.947,,,,,,,,,,,2049,71.486,0.000
80,0,1048721,4257498,7403365,320542,3462562,2955764,,,,,528488,55323.14,362612.4,1048721,33207.32,24533.22
80,1,1604,2240.506,2.831,,,,,,,,,,,1604,60.417,0.000
80,2,340,813.953,6.030,,,,,,,,,,,340,45.601,0.832
80,3,1390,2133.303,3.422,,,,,,,,,,,1390,75.393,0.154
80,4,6096,7400.044,99.642,,,,,,,,,,,6096,287.342,1.290
70,0,1048720,3209249,13720178,135587,2299260,2120807,,,,,534321,115042.7,404495.9,1048720,34231.20,496140.0
70,1,1281,1709.819,2.299,,,,,,,,,,,1281,46.771,0.000
70,2,604,1114.371,4.072,,,,,,,,,,,604,37.305,0.001
70,3,286,350.229,0.438,,,,,,,,,,,286,10.868,0.000
70,4,3077,4258.320,23.984,,,,,,,,,,,3077,122.789,0.818
60,0,1048967,3114675,5678056,136290,2202048,698517.9,,,,,534621,112192.7,690823.1,1048967,32778.61,4318.433
60,1,2533,3339.888,4.550,,,,,,,,,,,2533,97.662,0.038
60,2,379,761.663,4.001,,,,,,,,,,,379,27.035,0.002
60,3,3345,5016.186,7.767,,,,,,,,,,,3345,171.365,0.348
60,4,715,962.941,1.975,1,17.378,0.000,,,,,7,0.340,0.001,715,25.736,0.000
50,0,1048801,3036306,4698805,144107,2168802,4699347,,,,,531032,74464.46,183914.3,1048801,33298.65,3381.139
50,1,5194,5948.928,141.267,,,,,,,,,,,5194,272.909,5.574
50,2,418,839.807,4.780,,,,,,,,,,,418,25.822,0.001
50,3,3696,5709.597,35.429,,,,,,,,,,,3696,168.844,0.006
50,4,2828,3850.930,5.445,,,,,,,,,,,2828,101.516,0.000
40,0,1048844,2840174,2638038,131128,1987086,1133046,,,,,528218,48330.66,71754.67,1048844,32787.40,2818.247
40,1,1440,1969.503,2.622,3,41.967,38.881,,,,,7,0.227,0.000,1440,52.313,0.000
40,2,502,992.366,4.930,,,,,,,,,,,502,33.124,0.001
40,3,2193,3451.858,21.106,,,,,,,,8,0.444,0.000,2193,115.748,0.382
40,4,172,221.900,0.352,,,,,,,,,,,172,6.812,0.000
30,0,1048847,2836956,8604720,138754,1935863,718164.1,,,,,534675,91081.03,188831.3,1048847,34067.34,118698.5
30,1,2461,3443.421,14.453,4,37.163,17.496,,,,,21,51.058,36.569,2461,90.497,0.001
30,2,799,1314.001,3.043,,,,,,,,,,,799,39.406,0.001
30,3,4103,5713.260,19.807,,,,,,,,,,,4103,212.374,0.527
30,4,3399,4532.276,9.394,,,,,,,,,,,3399,130.010,0.081
20,0,1048854,2736610,7651116,144635,1884852,622616.4,,,,,526898,35621.29,61475.44,1048854,33313.22,5936.219
20,1,1851,2539.285,2.078,,,,,,,,,,,1851,68.567,0.000
20,2,1275,1733.137,1.973,1,10.264,0.000,,,,,8,0.373,0.000,1275,56.475,0.001
20,3,3617,5391.097,136.584,,,,,,,,,,,3617,159.125,0.018
20,4,1570,2152.053,2.228,1,12.792,0.000,,,,,2,0.037,0.000,1570,56.551,0.000
10,0,1048810,2873571,112328168,189487,2030079,589769.9,,,,,526067,28808.88,35097.66,1048810,34418.15,528511.8
10,1,2197,3222.343,21.110,,,,,,,,,,,2197,79.693,0.001
10,2,709,1259.726,5.344,,,,,,,,,,,709,52.355,0.332
10,3,4077,6241.371,9.415,,,,,,,,,,,4077,214.865,0.545
10,4,1626,2154.418,1.604,,,,,,,,,,,1626,57.957,0.000
5,0,1048975,2781935,3649101,180190,1920583,633019.8,,,,,531610,52460.63,26791.96,1048975,33637.94,4639.876
5,1,1685,2256.358,2.431,,,,,,,,,,,1685,90.434,0.267
5,2,844,1403.499,3.010,,,,,,,,,,,844,45.697,0.001
5,3,3081,4951.327,28.168,,,,,,,,,,,3081,160.751,0.756
5,4,1414,2096.343,3.449,10,81.330,4.315,,,,,26,0.971,0.000,1414,51.318,0.000
