RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.61,0.79,0:06.40,28,678076,772,556
90,5.58,0.87,0:06.46,32,689366,39184,11421
80,5.69,0.83,0:06.53,26,689375,82792,11583
70,5.62,1.02,0:06.65,62,698926,150847,23913
60,5.70,1.45,0:07.15,22035,742286,244603,83790
50,5.84,1.53,0:07.39,11563,833414,345852,163758
40,5.88,1.85,0:07.78,12255,973458,445914,302173
30,6.00,2.25,0:08.38,23918,1139504,560492,498271
20,6.01,2.32,0:08.53,2339,1224053,658654,583901
10,6.25,2.55,0:08.95,4649,1366579,707777,739341
5,7.04,2.68,0:09.85,5405,1446073,774527,809386
