RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1053018,287848
90,1054175,253238
80,1058184,140268
70,1054380,286882
60,1057070,134091
50,1056145,140835
40,1053839,132324
30,1052277,132483
20,1055787,133008
10,1052348,139824
5,1050478,154823
