RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,425908,998770.5,650896.1,68504,547215.3,13890.19,6,38777.17,5358218,,200178,49128.40,28920.06,425908,15076.33,451.193,,,
30,1,303433,831996.3,19848011,58621,480391.3,76983.65,4,40232.16,2651063,,176659,51425.64,69264.30,303433,11361.48,8620.427,,,
30,2,300296,1062027,14567338,56599,531126.8,47721.26,1,22112.68,0.000,,166430,18899.27,49672.27,300296,17160.90,57597.91,,,
30,3,300617,944895.5,358727.1,72391,583900.7,71578.91,3,31417.62,9793194,,181075,65735.04,401659.8,300617,11364.41,192.919,,,
30,4,1663,2308.149,1.222,,,,,,,,,,,1663,76.668,0.139,,,
