RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.46,0.19,0:02.88,0,101049,0,0
90,7.58,0.65,0:03.09,40332,114331,60508,41142
80,7.28,0.71,0:03.02,48298,122474,69626,49210
70,7.36,0.68,0:03.06,57603,114260,69387,58644
60,7.83,0.72,0:03.21,63620,136151,82052,65481
50,7.36,0.80,0:03.09,67896,144978,88546,69839
40,9.07,2.89,0:04.40,178044,824211,472153,501282
30,8.94,3.38,0:04.61,214659,861859,521227,574019
20,9.07,3.35,0:04.65,225107,877345,535574,598741
10,9.43,3.44,0:04.87,237996,870084,537055,604279
5,11.25,3.94,0:05.70,288461,943459,564543,640704
