RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,9.55,3.13,0:12.69,0,1445992,0,0
90,9.69,4.47,0:14.17,3228,1448637,1131205,24689
80,9.73,5.38,0:15.11,3228,1448680,1600725,27880
70,9.24,8.67,0:17.95,59152,1599897,3438029,848385
60,8.45,15.31,0:23.79,113461,1949903,6157252,2494544
50,8.06,28.71,0:36.82,255719,2339354,10138576,7011261
40,6.05,93.32,1:39.78,444528,4718161,29146072,23925415
30,5.86,139.62,2:26.13,221401,5029143,42561501,36647309
20,6.05,175.28,3:02.16,111187,5365276,52488160,44792450
