RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.84,0.92,0:03.77,19,534761,0,160
90,2.86,3.72,0:06.60,132459,916462,0,531443
80,2.96,3.32,0:06.30,133930,914993,0,531418
70,2.85,3.48,0:06.34,133600,915325,0,531450
60,2.85,3.39,0:06.25,133379,915550,0,531418
50,2.79,3.62,0:06.42,131893,917039,0,531437
40,2.84,3.27,0:06.11,132767,916169,0,531437
30,2.74,3.58,0:06.33,133266,915671,0,531434
20,2.83,3.22,0:06.06,132814,916127,0,531425
10,2.98,3.13,0:06.11,132371,916571,0,531448
5,2.97,3.13,0:06.11,132545,916399,0,531455
