RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,535413,49
90,1049561,132471
80,1049520,133942
70,1049557,133611
60,1049547,133384
50,1049508,131906
40,1049556,132794
30,1049579,133277
20,1049501,132827
10,1049552,132383
5,1049492,132555
