RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.89,0.10,0:03.99,0,104760,0,0
90,3.85,0.56,0:04.42,21189,119885,39434,24969
80,3.84,0.98,0:04.83,47977,125424,74155,54029
70,3.68,1.28,0:04.97,61369,118957,74392,68112
60,3.64,1.44,0:05.09,73165,120650,81754,80752
50,3.76,1.61,0:05.38,81149,203163,130265,95565
40,4.04,2.91,0:07.05,125359,646615,381246,256665
30,4.18,5.26,0:09.77,218279,1088944,666652,722148
20,4.30,5.46,0:10.11,234277,1107788,689840,756067
10,4.60,10.53,0:15.99,454097,2159098,1264880,1320255
5,4.48,10.89,0:16.49,456220,2208734,1282647,1630440
