RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,100588,65385.37,2157.082,,,,,,,
100,1,634,709.615,3.258,,,,,,,
100,2,293,437.668,0.550,,,,,,,
100,3,3473,3659.703,25.130,,,,,,,
100,4,1242,1702.702,5.157,,,,,,,
90,0,152400,600455.2,334021.1,42915,508251.0,20234.04,1,28837.89,0.000,
90,1,1123,1319.414,1.387,,,,,,,
90,2,340,658.373,4.398,,,,,,,
90,3,3179,3458.659,52.401,,,,,,,
90,4,1258,1655.066,2.386,,,,,,,
80,0,163372,653922.4,701216.9,50281,556462.3,25729.67,3,88191.78,3719038,
80,1,1312,1638.123,2.807,,,,,,,
80,2,446,673.608,2.863,,,,,,,
80,3,701,883.324,2.626,,,,,,,
80,4,783,887.798,3.389,,,,,,,
70,0,184698,733246.3,425849.9,59504,626758.8,48178.67,5,151166.6,6389687,
70,1,2020,2572.754,2.118,,,,,,,
70,2,382,579.974,1.300,1,12.897,0.000,,,,
70,3,1557,1796.908,1.678,,,,,,,
70,4,987,1166.674,1.548,,,,,,,
60,0,172168,757256.9,440677.0,62955,647678.6,20761.20,5,130395.9,41056516,
60,1,2018,2693.938,2.036,,,,,,,
60,2,588,798.139,1.928,1,15.203,0.000,,,,
60,3,1886,2361.540,2.169,,,,,,,
60,4,1975,2581.160,24.290,,,,,,,
50,0,228872,881004.0,2081291,71587,740220.0,126732.5,7,138247.0,12060425,
50,1,979,1147.725,0.992,,,,,,,
50,2,545,1018.971,4.706,,,,,,,
50,3,4294,4377.041,102.584,,,,,,,
50,4,2224,2951.662,17.242,,,,,,,
40,0,1267143,3186552,2264912,161603,2078852,640212.7,6,155226.1,117724943,
40,1,81,146.511,11.488,5,59.517,19.232,,,,
40,2,431,822.630,2.140,,,,,,,
40,3,5363,7210.154,17.931,,,,,,,
40,4,3447,4062.359,6.066,,,,,,,
30,0,1381950,4508159,12602394,244721,2939126,655458.8,7,135547.3,142330329,
30,1,1135,1467.055,3.300,,,,,,,
30,2,385,840.145,3.188,,,,,,,
30,3,2317,3240.399,13.186,5,69.017,44.614,,,,
30,4,56,71.562,0.281,,,,,,,
20,0,1382111,4474345,4105518,245262,2915840,958610.4,6,97316.29,3966894,
20,1,1729,2039.070,1.434,,,,,,,
20,2,452,976.307,3.823,,,,,,,
20,3,2973,3802.996,109.520,,,,,,,
20,4,7717,7966.479,113.093,,,,,,,
10,0,1510703,4835550,10335519,255883,3112823,768576.0,5,95875.79,202137.0,
10,1,1759,2253.672,2.800,,,,,,,
10,2,453,1127.930,6.067,4,53.099,20.811,,,,
10,3,2342,2822.344,8.722,,,,,,,
10,4,8644,9112.162,328.476,,,,,,,
5,0,1901035,6066245,12281606,314388,3773017,992456.5,6,89302.33,2592158,
5,1,2581,3185.585,6.962,,,,,,,
5,2,699,1327.296,3.854,,,,,,,
5,3,5721,7647.520,23.275,,,,,,,
5,4,2517,3114.805,5.776,,,,,,,
