RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105009,0
90,141874,21560
80,172522,47700
70,180866,62247
60,194055,72953
50,287004,81229
40,819780,126391
30,1509004,219555
20,1543649,233323
10,2992709,450127
5,3116963,455983
