RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.26,0.81,0:03.10,869,693838,180736,6180
90,2.36,1.60,0:04.14,32839,753726,386248,283018
80,2.29,1.68,0:04.16,32846,753719,442336,283817
70,2.39,1.56,0:04.13,32801,753773,492742,284547
60,2.34,2.78,0:05.25,70962,925305,564471,497844
50,2.26,3.15,0:05.54,83213,965514,565372,550519
40,2.61,3.68,0:06.39,282626,766104,565589,563025
30,2.51,2.55,0:05.17,92383,956347,565590,563005
20,2.44,2.58,0:05.14,94774,953953,565579,563000
10,2.53,2.32,0:05.00,94087,954640,565588,563018
5,2.44,4.45,0:06.89,524287,524440,565589,563033
