RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.91,0.14,0:04.05,0,104854,0,0
90,3.94,0.37,0:04.33,14259,114087,54750,33440
80,4.07,0.87,0:04.95,50967,116741,156087,112911
70,4.03,1.09,0:05.13,67212,114144,152186,147698
60,4.01,1.22,0:05.26,76938,118845,165118,165995
50,4.19,1.39,0:05.60,89365,158734,219961,211763
40,4.53,2.45,0:07.15,115583,402099,562291,540104
30,4.92,5.43,0:11.21,213704,1075508,1283700,1387861
20,5.03,5.73,0:11.64,217397,1112013,1363128,1530308
10,5.03,12.76,0:20.04,490221,2116806,2524407,3057996
5,5.22,12.65,0:20.27,472555,2193817,2567049,3293096
