RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.21,1.51,0:04.21,32333,754232,283542,254598
90,2.29,1.49,0:04.27,32307,754258,343824,254537
80,2.32,1.59,0:04.33,32774,753791,411666,283459
70,2.43,1.51,0:04.40,32779,753793,464529,284258
60,2.50,2.27,0:05.20,64982,935226,564571,503676
50,2.45,2.53,0:05.34,77002,971726,565341,548715
40,2.39,2.70,0:05.34,82039,966688,565526,559326
30,2.53,4.80,0:07.33,524308,524420,565587,563151
20,2.58,2.54,0:05.31,93651,955077,565590,563119
10,2.58,4.56,0:07.15,524309,524419,565588,563122
5,2.64,2.13,0:04.91,66882,981846,565587,563123
