RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.37,0.58,0:05.96,16,470557,-58090613,78
90,5.40,0.59,0:05.99,19,470565,-58092099,860
80,5.47,0.64,0:06.11,384,472308,-58146422,2539
70,5.39,0.84,0:06.24,2441,477621,-58282137,6039
60,5.53,1.15,0:06.69,20322,516930,-58422986,38600
50,5.53,1.34,0:06.89,9387,602882,-58640904,83138
40,5.60,1.69,0:07.31,11313,691527,-58915214,209144
30,5.67,1.85,0:07.55,15424,779835,-59260391,309450
20,5.86,1.77,0:07.67,3501,850742,-59637222,383906
10,6.06,1.97,0:08.12,2048,948892,-60080686,500784
5,6.74,2.13,0:08.99,4364,1009446,-60560590,562159
