RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786895,17625
90,787388,261525
80,787130,261870
70,787416,261579
60,995890,465513
50,1049097,518807
40,1049106,524140
30,1049135,524063
20,1049145,523888
10,1049150,524022
5,1049116,524058
