RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,786491,643099.7,605630.0,17583,128084.3,181.849,,,,
100,1,3102,3152.883,57.286,,,,,,,
100,2,1379,1946.104,3.533,14,105.146,14.152,,,,
100,3,1646,2145.132,2.616,,,,,,,
100,4,1495,1855.026,2.817,,,,,,,
100,5,1111,1335.113,1.540,,,,,,,
100,6,484,513.472,1.745,,,,,,,
90,0,786562,2146697,3533277,261479,1663217,83897.06,4,97921.28,6525737,
90,1,1686,2321.383,3.277,,,,,,,
90,2,2628,3501.069,6.005,16,108.589,3.835,,,,
90,3,2594,3252.437,5.566,,,,,,,
90,4,1670,2063.777,2.331,,,,,,,
90,5,980,1344.691,1.292,,,,,,,
90,6,608,732.386,1.043,,,,,,,
80,0,786491,2138757,3549508,261822,1660009,102400.3,4,114246.1,207153868,
80,1,1248,1832.601,38.525,,,,,,,
80,2,1065,1473.599,3.636,16,106.734,3.553,,,,
80,3,459,612.269,2.605,,,,,,,
80,4,11,8.665,0.978,,,,,,,
80,5,1907,2604.379,2.577,,,,,,,
80,6,2268,2708.652,13.300,,,,,,,
70,0,786572,2157156,16855814,261532,1666181,243784.2,4,78061.58,222823359,
70,1,1830,2300.337,2.471,,,,,,,
70,2,2419,3078.873,11.416,,,,,,,
70,3,1388,1650.558,1.902,,,,,,,
70,4,1215,1599.576,3.112,,,,,,,
70,5,961,1099.201,1.016,,,,,,,
70,6,449,583.182,3.608,,,,,,,
60,0,995321,3521716,4007718,465465,2938639,483750.7,5,146663.4,620133959,
60,1,2612,3337.586,5.585,,,,,,,
60,2,3112,3890.320,21.333,8,60.939,3.050,,,,
60,3,2967,3722.479,115.561,24,172.127,9.101,,,,
60,4,2033,2539.112,3.010,,,,,,,
60,5,1148,1377.357,2.350,,,,,,,
60,6,447,554.772,2.569,,,,,,,
50,0,1048652,3860315,3441476,518766,3250770,289794.6,7,170447.3,53219235,
50,1,3320,4051.239,10.578,,,,,,,
50,2,3142,3810.242,22.258,7,46.017,0.955,,,,
50,3,1803,2248.430,2.156,,,,,,,
50,4,399,460.648,0.988,,,,,,,
50,5,728,923.729,1.559,,,,,,,
50,6,214,382.035,4.055,19,118.284,0.275,,,,
40,0,1048909,3891267,7786352,524090,3276020,440704.0,2,61850.42,24274902,
40,1,2077,2555.147,643.376,,,,,,,
40,2,2821,3263.664,3.329,,,,,,,
40,3,1788,2155.715,1.961,26,167.629,0.831,,,,
40,4,1015,1275.683,2.530,,,,,,,
40,5,319,406.367,1.205,,,,,,,
40,6,151,177.009,0.480,,,,,,,
30,0,1048838,3886145,4180524,524012,3267210,505856.9,2,49327.40,30387389,
30,1,6301,6706.981,284.308,15,101.624,3.236,,,,
30,2,2898,3547.768,4.288,,,,,,,
30,3,3306,3980.709,9.469,,,,,,,
30,4,3489,4276.661,8.615,,,,,,,
30,5,2337,2882.276,13.124,,,,,,,
30,6,967,1043.756,1.250,,,,,,,
20,0,1048763,3879624,39429756,523866,3259625,278205.6,1,23750.99,0.000,
20,1,2180,2588.431,17.708,1,14.825,0.000,,,,
20,2,2951,3538.286,151.162,16,104.056,1.077,,,,
20,3,2013,2374.351,1.596,,,,,,,
20,4,934,1127.586,1.309,3,24.544,7.008,,,,
20,5,795,912.704,1.477,,,,,,,
20,6,885,903.858,2.383,,,,,,,
10,0,1048652,3879222,3308990,523971,3251817,501054.7,,,,
10,1,2773,3411.659,4.150,,,,,,,
10,2,3199,3921.737,13.520,,,,,,,
10,3,2355,2704.716,6.314,,,,,,,
10,4,2195,2485.125,15.270,,,,,,,
10,5,1508,1788.766,2.289,,,,,,,
10,6,351,507.202,4.870,,,,,,,
5,0,1048726,3872174,867835108,524013,3245987,321626.1,,,,
5,1,818,982.005,2.153,,,,,,,
5,2,1270,1586.763,3.141,,,,,,,
5,3,9,13.066,0.898,,,,,,,
5,4,3212,3983.178,11.686,,,,,,,
5,5,3456,4334.488,10.647,,,,,,,
5,6,2087,2360.072,160.581,,,,,,,
