RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100632,64906.27,3306.254,,,,,,,,,,
100,1,1290,1654.387,2.601,,,,,,,,,,
100,2,232,417.051,0.568,,,,,,,,,,
100,3,1436,1853.066,2.069,,,,,,,,,,
100,4,1599,2003.437,2.142,,,,,,,,,,
90,0,142436,460865.3,257014.7,38386,368520.2,310342.0,1,17742.26,0.000,,41725,1864.811,1174.200
90,1,3765,4109.176,69.945,,,,,,,,,,
90,2,954,1391.762,2.143,2,19.136,2.770,,,,,8,0.364,0.000
90,3,2307,2872.400,9.617,,,,,,,,,,
90,4,1715,2095.770,1.626,,,,,,,,,,
80,0,152759,572517.3,1503137,50162,473210.4,38895.79,2,39358.94,4454775,,52163,2040.530,50.570
80,1,1117,1453.080,2.125,,,,,,,,,,
80,2,442,814.311,4.028,2,25.613,51.582,,,,,7,0.241,0.000
80,3,1075,1276.613,1.910,,,,,,,,,,
80,4,3872,4451.030,56.912,,,,,,,,,,
70,0,198020,769981.4,453946.9,74056,648596.0,59566.98,4,75968.94,22583808,,78250,3487.249,834.935
70,1,919,1112.538,1.327,,,,,,,,,,
70,2,364,585.135,0.517,,,,,,,,,,
70,3,1801,2449.522,2.748,,,,,,,,,,
70,4,2083,2614.964,300.865,,,,,,,,,,
60,0,178107,698172.8,274867.8,68078,570784.1,584880.7,4,67173.27,9258988,,71949,11459.52,8797.269
60,1,1173,1543.262,3.604,,,,,,,,,,
60,2,413,722.309,5.047,4,68.280,113.141,,,,,25,0.938,0.000
60,3,3866,4360.346,54.257,,,,,,,,,,
60,4,2214,2865.116,11.760,,,,,,,,,,
50,0,245737,947093.0,546592.4,91734,776571.9,246782.0,5,69667.03,1658472,,110130,17859.37,5667.416
50,1,1838,2426.043,2.563,,,,,,,,,,
50,2,618,940.944,1.483,2,19.719,12.969,,,,,7,0.223,0.000
50,3,4069,4643.731,41.615,,,,,,,,,,
50,4,2063,2914.290,2.922,4,34.188,3.926,,,,,8,0.319,0.000
40,0,1140809,3336158,69639141,164647,1799665,704328.7,3,62030.15,265102.0,,732849,878727.5,4469412
40,1,1254,1567.518,1.827,,,,,,,,,,
40,2,383,821.486,3.286,5,48.837,18.935,,,,,10,0.469,0.001
40,3,344,446.365,1.146,,,,,,,,,,
40,4,3553,4785.029,6.634,,,,,,,,,,
30,0,1382799,4548075,654000.4,253986,2606743,1643405,4,62541.87,9306473,,960274,1128192,1536600918
30,1,3520,4569.555,9.176,,,,,,,,,,
30,2,821,1330.265,2.954,,,,,,,,,,
30,3,4374,5773.937,21.123,,,,,,,,,,
30,4,2554,3207.121,6.517,,,,,,,,,,
20,0,1383454,4512234,644540.0,248536,2528252,971000.5,4,70558.82,10853197,,969255,1181144,124165.2
20,1,212,332.955,2.606,,,,,,,,,,
20,2,1203,1939.559,4.170,,,,,,,,,,
20,3,5954,8207.900,61.983,,,,,,,,,,
20,4,4210,5261.458,63.420,,,,,,,,,,
10,0,1445019,4621129,1812528,254565,2597803,6505947,7,73729.73,6885150,,1019653,1179308,4391034
10,1,3622,4360.444,102.713,,,,,,,,,,
10,2,889,1554.195,3.804,,,,,,,,,,
10,3,4815,6420.549,32.151,,,,,,,,,,
10,4,2514,3110.563,4.985,,,,,,,,,,
5,0,1895517,5851285,3472519,323723,3077342,1611753,30,71200.14,370182.0,,1527340,1664510,9915865
5,1,896,1128.140,1.939,,,,,,,,,,
5,2,975,1523.816,1.819,,,,,,,,,,
5,3,7350,9774.469,44.961,,,,,,,,,,
5,4,4689,5879.160,121.368,,,,,,,,,,
