RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.52,0.09,0:03.63,0,100590,0,0
90,3.54,0.55,0:04.10,38386,103935,52047,41557
80,3.54,0.68,0:04.22,50162,102600,68920,54299
70,3.52,0.91,0:04.44,74056,123780,90000,79896
60,3.55,0.81,0:04.38,68078,109844,77443,76948
50,3.60,1.10,0:04.71,91734,154006,111960,107544
40,3.65,3.27,0:07.51,164647,976078,595980,533164
30,3.60,4.46,0:08.80,253985,1128752,709289,773888
20,3.81,4.21,0:08.78,248536,1134937,709768,779013
10,3.83,4.43,0:09.01,254565,1190293,731459,819118
5,4.20,5.29,0:10.53,323723,1571869,817182,1240086
