RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786929,53774
90,844026,60
80,843990,62
70,837381,64
60,1130670,221
50,1210948,303
40,1226390,73
30,1220941,74
20,1222883,71
10,1224327,68
5,1225362,77
