RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.60,0.72,0:06.33,123,678708,1516,642
90,5.65,0.80,0:06.45,1530,687868,54240,13486
80,5.74,0.83,0:06.58,1915,689865,144773,15498
70,5.65,1.29,0:06.95,8275,706276,203855,33109
60,5.62,2.15,0:07.78,46028,733888,305811,77813
50,5.73,2.87,0:08.63,77085,814006,378999,150095
40,5.86,4.00,0:09.89,130139,893782,502083,310612
30,6.00,4.98,0:11.06,190561,974895,559063,466512
20,5.96,5.25,0:11.38,189905,1070518,670660,600931
10,6.11,6.16,0:12.53,244838,1131028,722878,759129
5,6.95,6.13,0:13.38,246103,1197292,772179,846909
